kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7630229,K00683.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,278.124397900,4.4370000e-04,-4.4370000e-04,177.5183100,1.280000e-03,-1.280000e-03,0.871,0.014,-0.612,3.97800,0.12500,-0.12500,2297.8,4.480e+01,-4.480e+01,5.86,0.94,-5.000e-01,286.0,,,1.57,0.70,-0.36,58.50,1,q1_q17_dr25_tce,5799.00,104.00,-116.00,4.408,0.066,-0.123,1.0500,0.1670,-0.0900,297.824310,43.258381,13.714
7730747,K00684.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.034914368,2.5510000e-06,-2.5510000e-06,172.2578130,5.060000e-04,-5.060000e-04,0.965,0.022,-0.010,1.78740,0.05850,-0.05850,800.1,1.490e+01,-1.490e+01,6.95,1.68,-3.130e+00,1452.0,,,1052.15,778.36,-767.80,92.60,1,q1_q17_dr25_tce,5548.00,168.00,-151.00,3.964,0.472,-0.157,1.7930,0.4350,-0.8080,281.290280,43.413342,13.831
7764367,K00685.01,Kepler-644 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.173914037,4.4010000e-06,-4.4010000e-06,170.9252500,1.100000e-03,-1.100000e-03,0.819,0.065,-0.599,3.60690,0.03510,-0.03510,303.0,4.600e+00,-4.600e+00,3.07,1.03,-7.600e-01,1655.0,,,1769.83,1734.10,-915.00,76.10,1,q1_q17_dr25_tce,6432.00,177.00,-243.00,4.164,0.180,-0.198,1.5840,0.5270,-0.3950,295.475740,43.493141,13.949
7906882,K00686.01,,CANDIDATE,CANDIDATE,0.9520,0,0,0,0,52.513548727,6.1330000e-06,-6.1330000e-06,171.6745959,9.470000e-05,-9.470000e-05,0.679,0.008,-0.010,3.27430,0.01180,-0.01180,14252.3,2.110e+01,-2.110e+01,12.43,1.67,-1.220e+00,472.0,,,11.73,4.61,-2.92,825.00,1,q1_q17_dr25_tce,5589.00,111.00,-111.00,4.421,0.086,-0.105,0.9800,0.1320,-0.0960,296.840760,43.647121,13.579
7976520,K00687.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.178386750,2.2160000e-05,-2.2160000e-05,171.9886600,3.930000e-03,-3.930000e-03,0.617,0.009,-0.488,2.12300,0.13400,-0.13400,316.0,2.380e+01,-2.380e+01,3.13,0.42,-7.300e-01,1430.0,,,988.44,354.88,-435.74,15.10,1,q1_q17_dr25_tce,5746.00,77.00,-77.00,4.039,0.202,-0.081,1.6870,0.2280,-0.3910,297.117130,43.711430,13.813
8161561,K00688.01,Kepler-645 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.275821982,4.7430000e-06,-4.7430000e-06,170.2535700,1.110000e-03,-1.110000e-03,0.746,0.102,-0.517,3.04270,0.03750,-0.03750,274.9,4.900e+00,-4.900e+00,3.54,0.69,-8.500e-01,1730.0,,,2121.23,1071.69,-956.19,64.40,1,q1_q17_dr25_tce,6185.00,80.00,-80.00,4.013,0.180,-0.120,1.9720,0.3860,-0.4720,290.322780,44.035809,13.992
8361905,K00689.01,Kepler-646 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.873609810,4.4850000e-05,-4.4850000e-05,182.4040800,2.120000e-03,-2.120000e-03,0.395,0.047,-0.395,3.52460,0.07240,-0.07240,415.6,1.240e+01,-1.240e+01,1.53,0.33,-1.200e-01,632.0,,,37.68,26.18,-9.72,38.40,1,q1_q17_dr25_tce,5656.00,187.00,-187.00,4.607,0.036,-0.135,0.7370,0.1620,-0.0580,290.471340,44.387081,13.766
8409588,K00690.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.360834768,3.9900000e-07,-3.9900000e-07,169.7097290,2.370000e-04,-2.370000e-04,1.008,0.083,-0.056,1.48860,0.02240,-0.02240,1570.5,1.240e+01,-1.240e+01,7.24,2.18,-5.500e-01,1660.0,,,1792.47,1588.71,-423.69,169.80,1,q1_q17_dr25_tce,6215.00,172.00,-172.00,4.543,0.038,-0.212,0.8720,0.2620,-0.0660,281.503420,44.409458,13.591
8480285,K00691.01,Kepler-647 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,29.666316690,5.9890000e-05,-5.9890000e-05,189.3694800,1.580000e-03,-1.580000e-03,0.019,0.311,-0.019,8.41200,0.05200,-0.05200,668.0,7.600e+00,-7.600e+00,2.83,0.41,-4.000e-01,644.0,,,40.68,16.48,-13.18,95.30,1,q1_q17_dr25_tce,5956.00,107.00,-119.00,4.322,0.137,-0.112,1.0980,0.1580,-0.1580,284.788300,44.591679,13.965
8480285,K00691.02,Kepler-647 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.225497500,1.3350000e-04,-1.3350000e-04,144.0267300,7.070000e-03,-7.070000e-03,0.273,0.165,-0.273,6.47100,0.20300,-0.20300,120.4,6.500e+00,-6.500e+00,1.21,0.18,-1.700e-01,788.0,,,90.93,36.83,-29.46,20.30,2,q1_q17_dr25_tce,5956.00,107.00,-119.00,4.322,0.137,-0.112,1.0980,0.1580,-0.1580,284.788300,44.591679,13.965
8557374,K00692.01,Kepler-213 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.462344253,4.0960000e-06,-4.0960000e-06,171.8431500,1.310000e-03,-1.310000e-03,0.051,0.381,-0.051,1.81130,0.04240,-0.04240,180.1,5.000e+00,-5.000e+00,1.33,0.22,-7.000e-02,1326.0,,,730.86,321.03,-135.20,42.10,1,q1_q17_dr25_tce,5736.00,103.00,-125.00,4.467,0.030,-0.120,1.0080,0.1590,-0.0570,290.824190,44.647179,13.648
8557374,K00692.02,Kepler-213 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.822969318,5.5060000e-06,-5.5060000e-06,134.4353500,8.880000e-04,-8.880000e-04,0.891,0.043,-0.631,0.87520,0.03400,-0.03400,332.1,1.250e+01,-1.250e+01,2.22,0.35,-1.200e-01,1060.0,,,297.73,130.79,-55.07,36.00,2,q1_q17_dr25_tce,5736.00,103.00,-125.00,4.467,0.030,-0.120,1.0080,0.1590,-0.0570,290.824190,44.647179,13.648
8738735,K00693.01,Kepler-214 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,28.779644600,1.6920000e-04,-1.6920000e-04,193.3037400,4.390000e-03,-4.390000e-03,0.886,0.048,-0.598,8.34900,0.12600,-0.12600,253.2,7.400e+00,-7.400e+00,1.95,0.32,-1.200e-01,619.0,,,34.65,15.86,-6.79,36.50,2,q1_q17_dr25_tce,6000.00,106.00,-142.00,4.450,0.032,-0.128,1.0440,0.1730,-0.0620,284.754850,44.956032,13.949
8738735,K00693.02,Kepler-214 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.660576880,3.8260000e-05,-3.8260000e-05,146.3487000,2.000000e-03,-2.000000e-03,0.244,0.190,-0.244,7.01200,0.06960,-0.06960,384.1,6.300e+00,-6.300e+00,2.05,0.34,-1.200e-01,758.0,,,78.01,35.69,-15.29,67.50,1,q1_q17_dr25_tce,6000.00,106.00,-142.00,4.450,0.032,-0.128,1.0440,0.1730,-0.0620,284.754850,44.956032,13.949
8802165,K00694.01,Kepler-648 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.421159720,2.0900000e-05,-2.0900000e-05,184.2459060,9.570000e-04,-9.570000e-04,0.651,0.154,-0.419,4.99740,0.05020,-0.05020,928.1,9.200e+00,-9.200e+00,3.11,0.47,-1.500e-01,674.0,,,48.91,20.99,-8.39,114.30,1,q1_q17_dr25_tce,5679.00,103.00,-125.00,4.487,0.024,-0.128,0.9720,0.1490,-0.0470,283.899660,45.016891,13.939
8805348,K00695.01,Kepler-649 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,29.907218590,5.3710000e-05,-5.3710000e-05,175.2933700,1.350000e-03,-1.350000e-03,0.022,0.359,-0.022,4.84750,0.04550,-0.04550,588.0,8.600e+00,-8.600e+00,2.16,0.26,-1.900e-01,564.0,,,23.92,8.46,-5.62,79.80,1,q1_q17_dr25_tce,5739.00,103.00,-115.00,4.476,0.068,-0.102,0.8960,0.1100,-0.0800,285.655940,45.079559,13.437
8869680,K00696.01,,CANDIDATE,CANDIDATE,0.1930,0,0,0,0,7.033801090,2.4740000e-05,-2.4740000e-05,174.1577200,2.610000e-03,-2.610000e-03,0.861,0.003,-0.597,6.41850,0.06890,-0.06890,138.5,3.400e+00,-3.400e+00,2.61,0.53,-7.900e-01,1320.0,,,718.45,446.21,-415.44,46.70,1,q1_q17_dr25_tce,6122.00,181.00,-217.00,4.019,0.234,-0.126,1.9340,0.3890,-0.5840,284.880370,45.134621,13.357
8878187,K00697.01,Kepler-650 b,CONFIRMED,CANDIDATE,0.9550,0,0,0,0,3.032147946,3.3430000e-06,-3.3430000e-06,171.7342810,8.780000e-04,-8.780000e-04,0.836,0.024,-0.571,3.86270,0.04470,-0.04470,488.6,5.400e+00,-5.400e+00,3.62,0.58,-7.700e-01,1507.0,,,1218.88,542.51,-522.77,103.10,1,q1_q17_dr25_tce,5827.00,104.00,-115.00,4.151,0.168,-0.098,1.4470,0.2320,-0.3090,289.000890,45.154270,13.684
8891278,K00698.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,12.718711489,1.8170000e-06,-1.8170000e-06,172.9953450,1.150000e-04,-1.150000e-04,1.588,2.586,-0.132,2.48998,0.00805,-0.00805,8378.9,1.850e+01,-1.850e+01,120.02,30.61,-4.587e+01,1042.0,,,279.33,225.15,-186.80,550.20,1,q1_q17_dr25_tce,6120.00,213.00,-213.00,4.036,0.378,-0.162,1.5960,0.4070,-0.6100,293.913640,45.189793,13.816
8908102,K00699.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.414605360,1.7620000e-05,-1.7620000e-05,174.6556300,2.700000e-03,-2.700000e-03,1.290,0.078,-0.073,33.78700,0.23500,-0.23500,4080.1,1.760e+01,-1.760e+01,116.93,21.97,-6.595e+01,1737.0,,,2150.63,1335.97,-1796.64,294.40,1,q1_q17_dr25_tce,6033.00,213.00,-213.00,3.676,0.584,-0.110,2.9430,0.5530,-1.6600,298.836030,45.116520,13.633
8962094,K00700.01,Kepler-215 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,30.864365120,5.4010000e-05,-5.4010000e-05,172.9347700,1.360000e-03,-1.360000e-03,0.851,0.053,-0.572,2.95570,0.04930,-0.04930,551.3,1.160e+01,-1.160e+01,2.23,0.28,-1.000e-01,527.0,,,18.22,6.76,-2.87,51.80,1,q1_q17_dr25_tce,5677.00,113.00,-113.00,4.563,0.018,-0.108,0.8280,0.1040,-0.0370,294.973510,45.213692,13.580
8962094,K00700.02,Kepler-215 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.360597050,2.3100000e-05,-2.3100000e-05,171.9729200,1.940000e-03,-1.940000e-03,0.802,0.083,-0.557,3.20690,0.06090,-0.06090,236.5,6.200e+00,-6.200e+00,1.42,0.17,-7.000e-02,784.0,,,89.47,33.18,-14.13,42.00,2,q1_q17_dr25_tce,5677.00,113.00,-113.00,4.563,0.018,-0.108,0.8280,0.1040,-0.0370,294.973510,45.213692,13.580
8962094,K00700.03,Kepler-215 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,14.667229300,5.8020000e-05,-5.8020000e-05,145.4205800,2.800000e-03,-2.800000e-03,0.596,0.324,-0.370,3.74200,0.08940,-0.08940,198.1,6.900e+00,-6.900e+00,1.21,0.15,-5.000e-02,675.0,,,49.12,18.23,-7.75,30.50,3,q1_q17_dr25_tce,5677.00,113.00,-113.00,4.563,0.018,-0.108,0.8280,0.1040,-0.0370,294.973510,45.213692,13.580
8962094,K00700.04,Kepler-215 e,CONFIRMED,CANDIDATE,0.9760,0,0,0,0,68.160989700,4.5250000e-04,-4.5250000e-04,187.0334600,4.310000e-03,-4.310000e-03,0.459,0.471,-0.255,5.66200,0.12400,-0.12400,295.6,1.250e+01,-1.250e+01,1.45,0.18,-7.000e-02,405.0,,,6.34,2.35,-1.00,25.00,4,q1_q17_dr25_tce,5677.00,113.00,-113.00,4.563,0.018,-0.108,0.8280,0.1040,-0.0370,294.973510,45.213692,13.580
9002278,K00701.01,Kepler-62 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.164073040,1.7620000e-05,-1.7620000e-05,180.8124250,7.650000e-04,-7.650000e-04,0.021,0.354,-0.021,2.93550,0.02600,-0.02600,943.2,1.020e+01,-1.020e+01,1.98,0.12,-8.000e-02,508.0,,,15.72,3.46,-2.37,99.70,1,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9002278,K00701.02,Kepler-62 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.714896920,6.7560000e-06,-6.7560000e-06,170.9219040,9.370000e-04,-9.370000e-04,0.011,0.462,-0.011,2.35720,0.03310,-0.03310,425.9,6.700e+00,-6.700e+00,1.33,0.08,-6.000e-02,747.0,,,73.38,16.15,-11.08,73.00,2,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9002278,K00701.03,Kepler-62 e,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,122.385868100,5.0220000e-04,-5.0220000e-04,150.4115800,3.170000e-03,-3.170000e-03,0.101,0.353,-0.101,7.12300,0.10200,-0.10200,711.1,1.560e+01,-1.560e+01,1.72,0.10,-7.000e-02,269.0,,,1.24,0.27,-0.19,46.30,3,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9002278,K00701.04,Kepler-62 f,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0,267.282521000,4.8100000e-03,-4.8100000e-03,589.7197500,9.160000e-03,-9.160000e-03,0.378,0.092,-0.378,7.78800,0.37400,-0.37400,471.9,2.690e+01,-2.690e+01,1.43,0.08,-6.000e-02,207.0,,,0.44,0.09,-0.07,19.30,4,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9002278,K00701.05,Kepler-62 c,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,12.441800300,1.7630000e-04,-1.7630000e-04,134.6507000,1.150000e-02,-1.150000e-02,0.043,0.415,-0.043,3.57200,0.28500,-0.28500,78.4,7.400e+00,-7.400e+00,0.57,0.04,-2.000e-02,576.0,,,26.03,5.73,-3.93,11.40,5,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9053112,K00702.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.274840187,5.0980000e-06,-5.0980000e-06,169.8697300,3.340000e-03,-3.340000e-03,1.198,0.076,-0.113,14.83300,0.64600,-0.64600,229.2,5.100e+00,-5.100e+00,66.76,19.62,-4.577e+01,2498.0,,,9187.90,8503.77,-8392.45,79.30,1,q1_q17_dr25_tce,5365.00,191.00,-175.00,3.669,0.816,-0.204,2.8720,0.8440,-1.9690,300.727020,45.305538,13.759
9162741,K00703.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.368617188,2.1460000e-06,-2.1460000e-06,169.9517500,1.270000e-03,-1.270000e-03,0.464,0.068,-0.464,1.62350,0.04490,-0.04490,126.9,3.600e+00,-3.600e+00,1.84,0.56,-5.100e-01,2255.0,,,6108.26,5489.20,-3335.90,44.40,1,q1_q17_dr25_tce,6561.00,181.00,-227.00,4.140,0.209,-0.171,1.5840,0.4830,-0.4390,294.912020,45.566685,13.361
9266431,K00704.01,Kepler-1726 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.396297440,2.9730000e-05,-2.9730000e-05,185.1394600,1.310000e-03,-1.310000e-03,0.872,0.016,-0.652,2.78380,0.04050,-0.04050,680.2,1.360e+01,-1.360e+01,2.47,0.23,-1.200e-01,582.0,,,27.09,8.11,-4.41,58.40,1,q1_q17_dr25_tce,5316.00,106.00,-106.00,4.570,0.020,-0.080,0.8040,0.0770,-0.0380,284.386170,45.719711,13.704
9300285,K00705.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.012672041,4.3500000e-07,-4.3500000e-07,170.1892320,3.400000e-04,-3.400000e-04,0.957,0.001,-0.002,3.05120,0.02650,-0.02650,1197.6,9.400e+00,-9.400e+00,5.89,1.83,-9.900e-01,2337.0,,,7026.31,6250.59,-2820.42,237.40,1,q1_q17_dr25_tce,6663.00,160.00,-240.00,4.275,0.105,-0.195,1.3380,0.4160,-0.2240,298.453190,45.746101,13.788
9426071,K00706.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,28.714216138,4.2100000e-06,-4.2100000e-06,182.6086680,1.170000e-04,-1.170000e-04,0.919,0.015,-0.014,6.06240,0.01010,-0.01010,43701.9,5.460e+01,-5.460e+01,42.19,12.65,-8.430e+00,794.0,,,93.74,83.28,-41.72,1230.70,1,q1_q17_dr25_tce,6706.00,189.00,-236.00,4.226,0.132,-0.182,1.4170,0.4250,-0.2830,299.283050,45.964439,13.765
9458613,K00707.01,Kepler-33 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.775681580,3.3270000e-05,-3.3270000e-05,189.6382800,1.210000e-03,-1.210000e-03,0.025,0.261,-0.025,7.95880,0.03740,-0.03740,797.9,7.000e+00,-7.000e+00,4.76,0.72,-1.170e+00,853.0,,,125.14,54.41,-59.61,117.30,1,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9458613,K00707.02,Kepler-33 f,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,41.028342400,1.4180000e-04,-1.4180000e-04,172.5748100,2.620000e-03,-2.620000e-03,0.011,0.348,-0.011,9.80520,0.07510,-0.07510,541.4,8.300e+00,-8.300e+00,3.92,0.60,-9.700e-01,691.0,,,53.80,23.40,-25.62,66.50,2,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9458613,K00707.03,Kepler-33 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,31.784815700,1.0060000e-04,-1.0060000e-04,135.8710500,2.690000e-03,-2.690000e-03,0.015,0.413,-0.015,8.80770,0.08060,-0.08060,444.5,8.000e+00,-8.000e+00,3.55,0.54,-8.700e-01,752.0,,,75.59,32.87,-36.00,57.60,3,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9458613,K00707.04,Kepler-33 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.175559990,3.6110000e-05,-3.6110000e-05,143.6789000,2.150000e-03,-2.150000e-03,0.013,0.353,-0.013,6.66770,0.05820,-0.05820,280.0,5.900e+00,-5.900e+00,2.82,0.43,-7.000e-01,1009.0,,,244.58,106.35,-116.49,48.80,4,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9458613,K00707.05,Kepler-33 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,5.668158210,1.5660000e-05,-1.5660000e-05,131.8874300,2.320000e-03,-2.320000e-03,0.177,0.218,-0.177,4.90640,0.05870,-0.05870,119.7,4.600e+00,-4.600e+00,1.85,0.28,-4.600e-01,1336.0,,,752.70,327.29,-358.52,27.30,5,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9530945,K00708.01,Kepler-216 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.406652160,3.3600000e-05,-3.3600000e-05,171.0068800,1.580000e-03,-1.580000e-03,0.022,0.332,-0.022,6.86400,0.05180,-0.05180,586.9,7.400e+00,-7.400e+00,2.95,0.50,-4.600e-01,814.0,,,104.04,51.40,-36.02,85.70,1,q1_q17_dr25_tce,6086.00,134.00,-134.00,4.274,0.143,-0.117,1.2160,0.2070,-0.1880,293.728060,46.129150,13.998
9530945,K00708.02,Kepler-216 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.693636270,2.0570000e-05,-2.0570000e-05,176.5035000,2.240000e-03,-2.240000e-03,0.366,0.142,-0.366,5.03240,0.06560,-0.06560,295.1,6.000e+00,-6.000e+00,2.12,0.36,-3.300e-01,1069.0,,,308.61,152.48,-106.84,55.10,2,q1_q17_dr25_tce,6086.00,134.00,-134.00,4.274,0.143,-0.117,1.2160,0.2070,-0.1880,293.728060,46.129150,13.998
9578686,K00709.01,Kepler-651 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.385158400,3.5790000e-05,-3.5790000e-05,178.7828500,1.320000e-03,-1.320000e-03,0.518,0.063,-0.393,4.08190,0.04470,-0.04470,663.9,1.140e+01,-1.140e+01,2.17,0.18,-1.500e-01,574.0,,,25.63,6.91,-5.12,67.30,1,q1_q17_dr25_tce,5376.00,106.00,-106.00,4.516,0.060,-0.060,0.8250,0.0690,-0.0570,287.332790,46.203510,13.940
9590976,K00710.01,Kepler-217 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.374932890,1.2460000e-05,-1.2460000e-05,170.9337900,1.780000e-03,-1.780000e-03,0.228,0.226,-0.228,3.95670,0.05390,-0.05390,155.8,3.500e+00,-3.500e+00,2.12,0.36,-4.300e-01,1413.0,,,942.35,445.91,-390.58,49.00,1,q1_q17_dr25_tce,6167.00,124.00,-124.00,4.037,0.182,-0.098,1.6890,0.2810,-0.3430,293.037750,46.277519,13.294
9590976,K00710.02,Kepler-217 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.586009680,3.6100000e-05,-3.6100000e-05,137.9598400,3.220000e-03,-3.220000e-03,0.728,0.206,-0.500,3.34430,0.09860,-0.09860,102.1,4.700e+00,-4.700e+00,1.84,0.30,-3.800e-01,1208.0,,,503.98,238.48,-208.89,23.20,2,q1_q17_dr25_tce,6167.00,124.00,-124.00,4.037,0.182,-0.098,1.6890,0.2810,-0.3430,293.037750,46.277519,13.294
9590976,K00710.03,Kepler-217 d,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.886888620,2.2660000e-05,-2.2660000e-05,132.4955000,5.210000e-03,-5.210000e-03,0.035,0.419,-0.035,3.68300,0.14900,-0.14900,58.3,3.100e+00,-3.100e+00,1.29,0.22,-2.600e-01,1574.0,,,1448.04,685.18,-600.18,20.80,3,q1_q17_dr25_tce,6167.00,124.00,-124.00,4.037,0.182,-0.098,1.6890,0.2810,-0.3430,293.037750,46.277519,13.294
9597345,K00711.01,Kepler-218 c,CONFIRMED,CANDIDATE,0.4830,0,0,0,0,44.699656300,1.1450000e-04,-1.1450000e-04,174.8214400,1.940000e-03,-1.940000e-03,0.472,0.021,-0.431,6.22890,0.07100,-0.07100,837.7,1.230e+01,-1.230e+01,3.05,0.47,-3.200e-01,500.0,,,14.81,6.52,-3.89,71.30,1,q1_q17_dr25_tce,5497.00,109.00,-109.00,4.394,0.090,-0.110,1.0460,0.1610,-0.1110,295.412810,46.266472,13.967
9597345,K00711.02,Kepler-218 b,CONFIRMED,CANDIDATE,0.9720,0,0,0,0,3.619309734,6.7540000e-06,-6.7540000e-06,135.4416400,1.570000e-03,-1.570000e-03,0.116,0.343,-0.116,3.05040,0.04890,-0.04890,206.6,5.000e+00,-5.000e+00,1.47,0.23,-1.500e-01,1156.0,,,422.53,186.05,-110.91,47.40,2,q1_q17_dr25_tce,5497.00,109.00,-109.00,4.394,0.090,-0.110,1.0460,0.1610,-0.1110,295.412810,46.266472,13.967
9597345,K00711.03,Kepler-218 d,CONFIRMED,CANDIDATE,0.7720,0,0,0,0,124.524522400,5.5360000e-04,-5.5360000e-04,254.1778800,3.390000e-03,-3.390000e-03,0.004,0.411,-0.004,9.65400,0.11500,-0.11500,689.9,1.480e+01,-1.480e+01,2.69,0.41,-2.900e-01,356.0,,,3.78,1.66,-0.99,47.50,3,q1_q17_dr25_tce,5497.00,109.00,-109.00,4.394,0.090,-0.110,1.0460,0.1610,-0.1110,295.412810,46.266472,13.967
9640976,K00712.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.178150857,5.3670000e-06,-5.3670000e-06,171.2325000,2.180000e-03,-2.180000e-03,0.580,0.065,-0.455,1.93100,0.10200,-0.10200,162.5,5.800e+00,-5.800e+00,1.11,0.27,-1.000e-01,1282.0,,,636.74,451.81,-155.77,37.40,1,q1_q17_dr25_tce,5691.00,135.00,-152.00,4.560,0.042,-0.168,0.8360,0.2070,-0.0690,287.991240,46.356880,13.720
9640985,K00713.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.178150567,1.8250000e-06,-1.8250000e-06,171.2322330,6.890000e-04,-6.890000e-04,1.228,0.934,-0.119,3.50650,0.03580,-0.03580,511.3,4.800e+00,-4.800e+00,34.19,11.40,-4.880e+00,1796.0,,,2457.28,2349.57,-911.47,131.40,1,q1_q17_dr25_tce,6820.00,165.00,-260.00,4.328,0.084,-0.196,1.2540,0.4180,-0.1790,287.996090,46.329430,13.835
9702072,K00714.01,Kepler-652 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.182001885,2.0140000e-06,-2.0140000e-06,172.7895760,3.840000e-04,-3.840000e-04,0.015,0.377,-0.015,2.22090,0.01560,-0.01560,847.4,6.300e+00,-6.300e+00,2.46,0.26,-1.000e-01,974.0,,,213.29,69.18,-32.08,160.30,1,q1_q17_dr25_tce,5328.00,106.00,-106.00,4.551,0.018,-0.102,0.8650,0.0920,-0.0350,288.008120,46.473560,13.393
9834719,K00715.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.621668852,1.3560000e-06,-1.3560000e-06,170.3583370,6.580000e-04,-6.580000e-04,1.194,22.820,-0.476,1.75170,0.03790,-0.03790,7662.0,1.390e+02,-1.390e+02,32.76,10.75,-3.590e+00,1598.0,,,1546.28,1496.11,-466.30,67.80,1,q1_q17_dr25_tce,6106.00,169.00,-190.00,4.487,0.054,-0.229,0.9660,0.3170,-0.1060,293.426360,46.687920,13.900
9846348,K00716.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,26.893161010,1.6220000e-05,-1.6220000e-05,179.9524500,4.510000e-04,-4.510000e-04,0.980,0.122,-0.033,2.32660,0.03790,-0.03790,2193.2,2.430e+01,-2.430e+01,6.78,2.14,-7.200e-01,614.0,,,33.54,31.06,-9.80,119.60,1,q1_q17_dr25_tce,6096.00,164.00,-183.00,4.511,0.054,-0.216,0.9080,0.2870,-0.0960,297.492160,46.694519,13.754
